Date,Open,High,Low,Close,Adj Close,Volume
2010-12-08,15708.000000,16240.000000,15216.000000,15356.000000,14720.150391,500
2010-12-09,15672.000000,15704.000000,15304.000000,15480.000000,14839.015625,1000
2010-12-10,15424.000000,15692.000000,15100.000000,15604.000000,14957.880859,600
2010-12-13,16108.000000,16288.000000,15804.000000,15848.000000,15191.778320,100
2010-12-14,15976.000000,16128.000000,15724.000000,15872.000000,15214.785156,100
2010-12-15,15604.000000,15832.000000,15252.000000,15304.000000,14670.303711,100
2010-12-16,15212.000000,15212.000000,14548.000000,14832.000000,14217.848633,100
2010-12-17,14928.000000,14992.000000,14512.000000,14840.000000,14225.516602,0
2010-12-20,15108.000000,15200.000000,14732.000000,15092.000000,14467.082031,0
2010-12-21,15172.000000,15172.000000,14832.000000,15044.000000,14421.069336,0
2010-12-22,15056.000000,15056.000000,14696.000000,14708.000000,14098.982422,0
2010-12-23,14600.000000,15112.000000,14524.000000,14924.000000,14306.039063,0
2010-12-27,14900.000000,14900.000000,14484.000000,14736.000000,14125.823242,0
2010-12-28,15320.000000,15560.000000,15052.000000,15508.000000,14865.856445,0
2010-12-29,15672.000000,15756.000000,15488.000000,15604.000000,14957.880859,0
2010-12-30,15684.000000,15720.000000,15288.000000,15380.000000,14743.156250,0
2010-12-31,15520.000000,15816.000000,15456.000000,15680.000000,15030.734375,0
2011-01-03,15892.000000,15960.000000,15148.000000,15300.000000,14666.469727,100
2011-01-04,14988.000000,15028.000000,13948.000000,14448.000000,13849.749023,100
2011-01-05,14136.000000,14220.000000,13756.000000,14080.000000,13496.985352,0
2011-01-06,14124.000000,14132.000000,13292.000000,13356.000000,12802.964844,0
2011-01-07,13244.000000,13788.000000,13220.000000,13352.000000,12799.130859,0
2011-01-10,13412.000000,13492.000000,13160.000000,13420.000000,12864.314453,0
2011-01-11,13808.000000,13984.000000,13632.000000,13984.000000,13404.960938,0
2011-01-12,14020.000000,14064.000000,13632.000000,13932.000000,13355.114258,0
2011-01-13,13976.000000,13988.000000,12852.000000,13004.000000,12465.540039,100
2011-01-14,12776.000000,12776.000000,12344.000000,12468.000000,11951.734375,0
2011-01-18,12796.000000,13004.000000,12728.000000,12884.000000,12350.509766,0
2011-01-19,13128.000000,13128.000000,12536.000000,12644.000000,12120.447266,0
2011-01-20,12128.000000,12360.000000,11780.000000,12296.000000,11786.856445,100
2011-01-21,12264.000000,12440.000000,12024.000000,12040.000000,11541.456055,0
2011-01-24,12760.000000,12760.000000,11672.000000,11800.000000,11311.394531,100
2011-01-25,11512.000000,11748.000000,11388.000000,11644.000000,11161.854492,0
2011-01-26,11636.000000,12760.000000,11608.000000,12760.000000,12231.643555,100
2011-01-27,12504.000000,12756.000000,11788.000000,11900.000000,11407.253906,100
2011-01-28,11796.000000,12616.000000,11720.000000,12172.000000,11667.991211,100
2011-01-31,12108.000000,12252.000000,11800.000000,11992.000000,11495.444336,0
2011-02-01,12348.000000,12696.000000,12052.000000,12684.000000,12158.791016,200
2011-02-02,12708.000000,12752.000000,12280.000000,12452.000000,11936.397461,0
2011-02-03,12600.000000,13240.000000,12264.000000,13176.000000,12630.417969,100
2011-02-04,13328.000000,13392.000000,12912.000000,13000.000000,12461.706055,0
2011-02-07,13220.000000,13276.000000,12896.000000,12956.000000,12419.527344,0
2011-02-08,13352.000000,13572.000000,13288.000000,13560.000000,12998.517578,100
2011-02-09,13532.000000,13692.000000,12988.000000,13132.000000,12588.240234,0
2011-02-10,12848.000000,13020.000000,12544.000000,12884.000000,12350.509766,100
2011-02-11,12952.000000,13208.000000,12680.000000,12728.000000,12200.968750,0
2011-02-14,12884.000000,13196.000000,12884.000000,13104.000000,12561.399414,100
2011-02-15,13376.000000,13684.000000,13376.000000,13568.000000,13006.186523,200
2011-02-16,13704.000000,13780.000000,13344.000000,13736.000000,13167.230469,200
2011-02-17,13856.000000,14028.000000,13752.000000,13992.000000,13412.629883,200
2011-02-18,14176.000000,14620.000000,14160.000000,14300.000000,13707.876953,200
2011-02-22,14948.000000,15036.000000,14040.000000,14048.000000,13466.311523,200
2011-02-23,14256.000000,14804.000000,14160.000000,14588.000000,13983.951172,300
2011-02-24,14772.000000,14772.000000,13624.000000,13668.000000,13102.045898,300
2011-02-25,13860.000000,14244.000000,13860.000000,14244.000000,13654.195313,0
2011-02-28,14388.000000,14696.000000,14260.000000,14676.000000,14068.307617,0
