Date,Open,High,Low,Close,Adj Close,Volume
2010-01-08,11.515000,11.825000,11.445000,11.825000,11.218023,19520000
2010-01-11,11.992500,12.037500,11.562500,11.715000,11.113670,23926800
2010-01-12,11.482500,11.640000,11.152500,11.300000,10.719974,31879200
2010-01-13,11.422500,11.810000,11.137500,11.740000,11.137387,30508800
2010-01-14,11.622500,11.977500,11.555000,11.870000,11.260715,21215200
2010-01-15,11.887500,11.977500,11.155000,11.367500,10.784008,43724000
2010-01-19,11.480000,11.992500,11.480000,11.977500,11.362698,22528400
2010-01-20,11.732500,11.740000,11.082500,11.480000,10.890734,45854000
2010-01-21,11.515000,11.767500,10.800000,10.880000,10.321531,71236800
2010-01-22,10.860000,11.015000,10.195000,10.267500,9.740471,66875200
2010-01-25,10.477500,10.520000,10.120000,10.337500,9.806877,33976000
2010-01-26,10.237500,10.460000,10.017500,10.075000,9.557852,32632000
2010-01-27,9.925000,10.410000,9.817500,10.355000,9.823479,45107600
2010-01-28,10.425000,10.442500,9.575000,9.840000,9.334914,59201600
2010-01-29,9.970000,10.287500,9.470000,9.510000,9.021853,49791600
2010-02-01,9.677500,9.922500,9.555000,9.865000,9.358632,28654800
2010-02-02,9.932500,10.227500,9.690000,10.180000,9.657462,26247600
2010-02-03,10.075000,10.262500,9.757500,9.992500,9.479588,32651600
2010-02-04,9.795000,9.797500,8.975000,9.012500,8.549889,52177200
2010-02-05,9.075000,9.125000,8.532500,9.100000,8.632898,57425200
2010-02-08,9.007500,9.260000,8.812500,8.845000,8.390987,33863200
2010-02-09,9.172500,9.365000,8.885000,9.197500,8.725393,44025200
2010-02-10,9.117500,9.337500,8.845000,9.252500,8.777570,32222800
2010-02-11,9.202500,9.730000,8.987500,9.707500,9.209216,30728800
2010-02-12,9.437500,9.937500,9.352500,9.932500,9.422667,32789200
2010-02-16,10.250000,10.457500,9.965000,10.425000,9.889886,26460400
2010-02-17,10.582500,10.717500,10.412500,10.655000,10.108081,27354800
2010-02-18,10.645000,10.922500,10.550000,10.917500,10.357105,23573600
2010-02-19,10.787500,11.127500,10.732500,10.967500,10.404539,27122800
2010-02-22,11.147500,11.167500,10.947500,11.062500,10.494664,20672400
2010-02-23,11.022500,11.070000,10.587500,10.680000,10.131797,32285200
2010-02-24,10.792500,11.102500,10.707500,10.940000,10.378450,24984000
2010-02-25,10.515000,10.992500,10.410000,10.947500,10.385567,32762800
2010-02-26,11.002500,11.030000,10.655000,10.810000,10.255124,27204800
2010-03-01,11.057500,11.610000,11.030000,11.560000,10.966627,30535600
2010-03-02,11.710000,12.050000,11.657500,11.847500,11.239369,29542400
2010-03-03,12.017500,12.245000,11.865000,12.040000,11.421988,26676800
2010-03-04,12.065000,12.177500,11.905000,12.140000,11.516856,22682400
2010-03-05,12.367500,12.935000,12.262500,12.875000,12.214128,27772800
2010-03-08,12.885000,13.065000,12.817500,12.945000,12.280535,20390000
2010-03-09,12.832500,13.390000,12.832500,13.095000,12.422836,29595200
2010-03-10,13.137500,13.640000,13.110000,13.422500,12.733524,34927200
2010-03-11,13.190000,13.600000,13.042500,13.550000,12.854480,33607600
2010-03-12,13.767500,13.775000,13.260000,13.535000,12.840250,31562400
2010-03-15,13.500000,13.580000,13.102500,13.412500,12.724039,28020000
2010-03-16,13.575000,13.750000,13.325000,13.750000,13.044213,28336800
2010-03-17,13.840000,14.250000,13.825000,13.997500,13.279011,27024400
2010-03-18,13.955000,14.170000,13.782500,13.857500,13.146196,28430400
2010-03-19,13.307500,14.000000,13.177500,13.307500,12.624427,39089600
2010-03-22,13.045000,13.975000,12.950000,13.862500,13.150940,36448000
2010-03-23,13.922500,14.412500,13.730000,14.395000,13.683004,34403600
2010-03-24,14.162500,14.322500,13.900000,13.907500,13.219617,37555600
2010-03-25,14.272500,14.557500,13.620000,13.635000,12.960595,40787200
2010-03-26,13.817500,14.085000,13.477500,13.627500,12.953465,29498800
2010-03-29,13.820000,13.972500,13.637500,13.845000,13.160208,22694000
2010-03-30,13.932500,14.182500,13.665000,13.972500,13.281401,22200400
2010-03-31,13.807500,14.235000,13.625000,13.645000,12.970100,21059600
2010-04-01,13.957500,14.162500,13.572500,13.987500,13.295659,23216400
2010-04-05,14.125000,14.792500,14.007500,14.790000,14.058467,19189200
